"filename", "language", "TypeScript", "JSON with Comments", "JSON", "HTML", "SCSS", "Markdown", "XML", "JavaScript", "SQL", "comment", "blank", "total"
"/Users/darrellparkhouse/projects/angular/kaylios/client/src/index.html", "HTML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/darrellparkhouse/projects/angular/kaylios/client/src/main.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8
"/Users/darrellparkhouse/projects/angular/kaylios/client/src/styles.scss", "SCSS", 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 5, 23
"/Users/darrellparkhouse/projects/angular/kaylios/client/tsconfig.app.json", "JSON", 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 1, 15
"/Users/darrellparkhouse/projects/angular/kaylios/client/tsconfig.json", "JSON with Comments", 0, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 34
"/Users/darrellparkhouse/projects/angular/kaylios/client/tsconfig.spec.json", "JSON", 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 1, 15
"/Users/darrellparkhouse/projects/angular/kaylios/docs/controllers.md", "Markdown", 0, 0, 0, 0, 0, 397, 0, 0, 0, 0, 96, 493
"/Users/darrellparkhouse/projects/angular/kaylios/server/controllers/follow_system.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 4, 12
"/Users/darrellparkhouse/projects/angular/kaylios/server/controllers/newsletter.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 8, 35
"/Users/darrellparkhouse/projects/angular/kaylios/server/controllers/notes.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 30, 171
"/Users/darrellparkhouse/projects/angular/kaylios/server/controllers/relation.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 333, 0, 11, 67, 411
"/Users/darrellparkhouse/projects/angular/kaylios/server/controllers/search.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 31, 140
"/Users/darrellparkhouse/projects/angular/kaylios/server/controllers/user.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 29, 150
